name, raw_price, raw_rating, is_in_stock, url, product_code, retailer, category
"Laptop Dell Latitude 5440 (Procesor Intel® Core™ i5-1345U (12M Cache, up to 4.70 GHz) 14"" FHD, 16GB, 512GB SSD, Intel Iris Xe Graphics, 4G, Win 11 Pro, Gri)",6199.99,-1,1,https://www.evomag.ro/portabile-laptopuri-notebook/dell-laptop-dell-latitude-5440-procesor-intel-core-i5-1345u-12m-cache-up-to-4.70-ghz-14-fhd-16gb-512gb-ssd-intel-iris-xe-graphics-4g-win-11-pro-gri-4112820.html,N016L554015EMEA_VP,evomag,Laptopuri / Notebook
"Laptop Acer Aspire 3 A315-59 (Procesor Intel® Core™ i5-1235U (12M Cache, up to 4.40 GHz, with IPU), 15.6"" FHD, 16GB, 512GB SSD, Intel Iris Xe Graphics, Argintiu)",2312.99,-1,1,https://www.evomag.ro/portabile-laptopuri-notebook/acer-laptop-acer-aspire-3-a315-59-procesor-intel-core-i5-1235u-12m-cache-up-to-4.40-ghz-with-ipu-15.6-fhd-16gb-512gb-ssd-intel-iris-xe-graphics-argintiu-4141392.html,NX.K6SEX.00S,evomag,Laptopuri / Notebook
"Laptop Lenovo ThinkPad L14 Gen5 (Procesor Intel® Core™ Ultra 5 125U (12M Cache, up to 4.30 GHz), 14"" WUXGA, 32GB DDR5, 1TB SSD, Intel Graphics, Windows 11 Pro, Negru)",6299.99,-1,1,https://www.evomag.ro/portabile-laptopuri-notebook/lenovo-laptop-lenovo-thinkpad-l14-gen5-procesor-intel-core-ultra-5-125u-12m-cache-up-to-4.30-ghz-14-wuxga-32gb-ddr5-1tb-ssd-intel-graphics-windows-11-pro-negru-4167426.html,21L1002URI,evomag,Laptopuri / Notebook
"Laptop HP ProBook 450 G9 (Procesor Intel® Core™ i7-1255U (12M Cache, up to 4.70 GHz) 15.6"" FHD, 8GB, 512GB SSD, Intel Iris Xe Graphics, Argintiu)",3799.99,-1,1,https://www.evomag.ro/portabile-laptopuri-notebook/hp-laptop-hp-probook-450-g9-procesor-intel-core-i7-1255u-12m-cache-up-to-4.70-ghz-15.6-fhd-8gb-512gb-ssd-intel-iris-xe-graphics-argintiu-4026062.html,6F1E5EA,evomag,Laptopuri / Notebook
"Laptop HP EliteBook 860 G11 (Procesor Intel® Core™ Ultra 5 125U (12M Cache, up to 4.30 GHz), 16"" WUXGA, 16GB DDR5, 512GB SSD, Intel Graphics, Windows 11 Pro, Argintiu)",5655.99,-1,1,https://www.evomag.ro/portabile-laptopuri-notebook/hp-laptop-hp-elitebook-860-g11-procesor-intel-core-ultra-5-125u-12m-cache-up-to-4.30-ghz-16-wuxga-16gb-ddr5-512gb-ssd-intel-graphics-windows-11-pro-argintiu-4167504.html,970Q7ET,evomag,Laptopuri / Notebook
"Laptop Lenovo ThinkPad L14 Gen5 (Procesor Intel® Core™ Ultra 7 155U (12M Cache, up to 4.80 GHz), 14"" WUXGA, 32GB DDR5, 1TB SSD, Intel  Graphics, Windows 11 Pro, Negru)",7357.99,-1,1,https://www.evomag.ro/portabile-laptopuri-notebook/lenovo-laptop-lenovo-thinkpad-l14-gen5-procesor-intel-core-ultra-7-155u-12m-cache-up-to-4.80-ghz-14-wuxga-32gb-ddr5-1tb-ssd-intel-graphics-windows-11-pro-negru-4159361.html,21L10035RI,evomag,Laptopuri / Notebook
"Laptop Dell Latitude 5550 (Procesor Intel® Core™ Ultra 5 135U (12M Cache, up to 4.40 GHz), 15.6"" FHD, 16GB DDR5, 1TB SSD, Intel Graphics, Ubuntu, Argintiu)",6340.99,-1,1,https://www.evomag.ro/portabile-laptopuri-notebook/dell-laptop-dell-latitude-5550-procesor-intel-core-ultra-5-135u-12m-cache-up-to-4.40-ghz-15.6-fhd-16gb-ddr5-1tb-ssd-intel-graphics-ubuntu-argintiu-4169511.html,N010L555015EMEA_VP_UBU,evomag,Laptopuri / Notebook
"Laptop Gaming GIGABYTE AORUS 7 9SF, (Procesor Intel® Core™ i5-12500H (18M Cache, up to 4.50 GHz) 17.3"" FHD 300Hz, 16GB, 512GB SSD, nVidia GeForce RTX 4070 @8GB, Negru)",6799.99,-1,1,https://www.evomag.ro/portabile-laptopuri-notebook/gigabyte-laptop-gaming-gigabyte-aorus-7-9sf-procesor-intel-core-i5-12500h-18m-cache-up-to-4.50-ghz-17.3-fhd-300hz-16gb-512gb-ssd-nvidia-geforce-rtx-4070-8gb-negru-4144324.html,AORUS 17 9SF-E3EE253SD,evomag,Laptopuri / Notebook
"Laptop Dell Precision 3580 (Procesor Intel® Core™ i5-1350P (12MB Cache, up to 4.70 GHz) 15.6"" FHD, 16GB, 512GB SSD, nVidia RTX A500 @4GB, Ubuntu, Gri)",7399.99,-1,1,https://www.evomag.ro/portabile-laptopuri-notebook/dell-laptop-dell-precision-3580-procesor-intel-core-i5-1350p-12mb-cache-up-to-4.70-ghz-15.6-fhd-16gb-512gb-ssd-nvidia-rtx-a500-4gb-ubuntu-gri-4159594.html,N014P3580EMEA_VP_UBU,evomag,Laptopuri / Notebook
"Laptop Dell Latitude 5450 (Procesor Intel® Core™ Ultra 7 155U (12M Cache, up to 4.80 GHz), 14"" FHD, 16GB DDR5, 512GB SSD, Intel Graphics, Windows 11 Pro, Gri)",6699.99,-1,1,https://www.evomag.ro/portabile-laptopuri-notebook/dell-laptop-dell-latitude-5450-procesor-intel-core-ultra-7-155u-12m-cache-up-to-4.80-ghz-14-fhd-16gb-ddr5-512gb-ssd-intel-graphics-windows-11-pro-gri-4168115.html,N012L545014EMEA_VP_WIN-05,evomag,Laptopuri / Notebook
